"Código do Lote","Código da Edificação","Cadastro IPTU","Nome","Descrição","Endereço","Lei-Decreto","Data do Documento","Esfera","COMPHIC","Intimação","Características","Situação","Observações"
"04.0011.0020.0354", - ,"2117100, 53041270158565, 2117300, 2117400",Imóvel, - ,"Calçadão Salvador Isaía, 1223","DE nº 27/2024
(anterior provisório DE nº 114/2020)",24/01/2024,Municipal,Of. nº 77/COMPHIC/2020,INTIMAÇÃO Nº 57/COMPHIC/2020,"Preserva-se a fachada principal, de orientação Norte. A preservação deve considerar a modenatura exterior, com a originalidade dos materiais e elementos arquitetônicos ainda presentes, e prezar pelo cuidado com placas publicitárias, antenas, condicionadores de ar e outros elementos acrescidos. Deve-se, ainda, manter a cota máxima do edifício perceptível a partir do passeio público, evitando que novos elementos interfiram no preexistente. ",Tombamento Definitivo, - 
"01.0021.0024.0397","01.0021.0024.0397.001.001",4738600 (DE - errado)/4738500 (geo - lote e edifcação),Imóvel, - ,"Rua Marechal Deodoro, 63",DE nº 117/2020,16/07/2020,Municipal,Of. nº 80/COMPHIC/2020,INTIMAÇÃO Nº 60/COMPHIC/2020,"Tombando-se a volumetria, no que se inclui a feição da cobertura, o recuo lateral e a fachada principal, com todos os elementos remanescentes da originalidade eclética, preservando sua integridade estilística.",Tombamento Provisório, - 
"03.0011.0006.0133","03.0011.0006.0133.001.001","53200",Imóvel, - ,"Rua Roque Calage, 71","DE nº 20/2024
(anterior provisório DE nº 118/2020)",24/01/2024,Municipal,Of. nº 82/COMPHIC/2020,INTIMAÇÃO Nº 62/COMPHIC/2020,"Tomba-se, assim, sua volumetria - no que se inclui a feição da cobertura - e todas as três fachadas como remanescentes, com composição, ornamentação e materialidade Art Déco.",Tombamento Definitivo, - 
"01.0011.0044.0611","01.0011.0044.0611.001.001","11284400",Imóvel,Clube Comercial,"Rua Venâncio Aires, 1972",DE nº 103/2022 (anterior provisório DE nº 120/2020),23/09/2022,Municipal,Of. Nº 85/COMPHIC/2020,INTIMAÇÃO Nº 65/COMPHIC/2020,"Tombando-se sua volumetria - no que se inclui a feição da cobertura -, a fachada principal, com todos os elementos arquitetônicos originais remanescentes, e a espacialidade do hall, no térreo, no que se inclui o piso, revestimentos, escadaria e lustre. A preservação deve manter a escala regular das edificações que contornam a principal e mais antiga praça da cidade de Santa Maria, incluindo sua ornamentação e vãos originais existentes. ",Tombamento Definitivo, - 
"02.0011.0023.0430","02.0011.0023.0430.001.001","5482100",Imóvel, - ,"Av. Rio Branco, 176-180","DE nº 98/2022
(anterior provisório DE nº 121/2020)",23/09/2022,Municipal,Of. nº 86/COMPHIC/2020,INTIMAÇÃO Nº 66/COMPHIC/2020,"Preservação integral de sua originalidade volumétrica e estilística, mantendo forma, vãos, materiais de acabamento e da cobertura, sem qualquer supressão ou acréscimo de volume, elemento ou equipamento que afete essa feição original, bem como a manutenção do recuo lateral necessário para a contemplação da edificação",Tombamento Definitivo, - 
"03.0011.0018.0188", - ,191200 (DE E GEO),Imóvel, - ,"Rua Pinheiro Machado, 2476",DE nº 193/2020,10/08/2020,Municipal,Of. nº 171/COMPHIC/2020,INTIMAÇÃO Nº 151/COMPHIC/2020,"Tombamento preservando, na integralidade, a originalidade volumétrica, ou seja, o volume da edificação composto por sua fachada frontal, fachadas laterais e cobertura. A preservação deve acrescer, ainda, todos os elementos de ornamentação, vãos e esquadrias remanescentes da fachada.",Tombamento Provisório, - 
"01.0011.0024.0408","01.0011.0024.0408.001.001","4300200",Escola Industrial Hugo Taylor - Antiga,Prédio da Antiga Escola Industrial Hugo Taylor,"Av. Rio Branco, 732",DE n° 138/2007,25/06/2007,Municipal, - , - , - ,Interesse Histórico-Cultural, - 
"03.0024.0030.0085", - ,SE.0024.0030.0015.0000 (Anterior),Sítio da Alemoa,Área do “Sítio da Alemoa”,Rua Marcílio Dias,DE n° 017/2008,21/02/2008,Municipal, - , - , - ,Tombamento Definitivo, - 
"04.0022.0003.1108", - ,3258300 (cemitério),Jazigo Família Isaía - Antigo,Jazigo da Família Isaía,"Av. Dois de Novembro - Cemitério Municipal, 54",DE n° 386/2004,"01/12/2004",Municipal, - , - ,Jazigo em sua totalidade.,Tombamento Provisório, - 
 - , - ,Código Logradouro 9500,Estrada do Perau,Estrada do Perau,Estrada Baldur Wenzel Loebler,LM n° 4950/2006,"03/07/2006",Municipal, - , - , - ,Patrimônio Histórico, - 
"03.0011.0006.0308","03.0011.0006.0308.001.001","62200",Palácio Justiça - Atual Casa de Cultura,Prédio do Palácio da Justiça,"Rua Ângelo Uglione, 1427","DE n° 173/2009 e DE n° 03/2010 (Lei Estadual de Doação de Imóvel 9976-1993, Matrícula CRISM 73.592)",15/12/2009 e 11/03/2010,Municipal, - , - , - ,Tombamento Definitivo,"Lei Estadual de Doação de Imóvel 9976-1993, Matrícula CRISM 73.592"
"04.0011.0041.0015","04.0011.0041.0015.001.002","2376700 (geo), não tem cadastro no decreto",Palacete Batista Seroni,Palacete Batista Seroni,"Rua Marechal Floriano Peixoto, 1475","DE nº 109/2018 (Alt. incisos II, III, IV e VI  DE n° 011/2019)
(anterior provisório DE nº 105/2012) ",27/09/2018 - 24/01/2019,Municipal, - , - ,"Edificação tombada em sua totalidade: fachada, telhado, volumetria, esquadrias em madeira, adornos e relevos, forros, pisos e divisões.",Tombamento Definitivo,
"02.0011.0011.0128","02.0011.0011.0128.001.003",cadastro não localizado,Vila Belga - casa geminada - associação, - ,"Rua Manoel Ribas, 1924",Portaria Estadual 30-2000 - LM n° 2983-1988 e DE n° 161-1997, - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0011.0128","02.0011.0011.0128.002.001","5428300",Vila Belga - casa geminada, - ,"Rua Manoel Ribas, 1928",Portaria Estadual 30-2000 - LM n° 2983-1988 e DE n° 161-1997, - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0011.0128","02.0011.0011.0128.001.001", - ,Vila Belga - casa geminada, - ,"Rua Manoel Ribas, 1900",Portaria Estadual 30-2000 - LM n° 2983-1988 e DE n° 161-1997, - ,Estadual, - , - , - ,Tombamento Definitivo, - 
"02.0011.0011.0128","02.0011.0011.0128.001.002","5302147014624",Vila Belga - casa geminada - associação, - ,"Rua Manoel Ribas, 1926",Portaria Estadual 30-2000 - LM n° 2983-1988 e DE n° 161-1997, - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0011.0134","02.0011.0011.0134.001.001","5428400",Vila Belga - casa geminada, - ,"Rua Manoel Ribas, 1938",Portaria Estadual 30-2000 - LM n° 2983-1988 e DE n° 161-1997, - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0023.0088","02.0011.0023.0088.001.001","5477600",Vila Belga - casa geminada, - ,"Rua Manoel Ribas, 1945",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0023.0097","02.0011.0023.0097.001.001","5477700",Vila Belga - casa geminada, - ,"Rua Manoel Ribas, 1961",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0023.0106","02.0011.0023.0106.001.001","5477800",Vila Belga - casa geminada, - ,"Rua Manoel Ribas, 1963",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0023.0114","02.0011.0023.0114.001.001","5477900",Vila Belga - casa geminada, - ,"Rua Manoel Ribas, 1979",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0023.0123","02.0011.0023.0123.001.001","10587400",Vila Belga - casa geminada, - ,"Rua Manoel Ribas, 1981",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0023.0132","02.0011.0023.0132.001.001","10592600",Vila Belga - casa geminada, - ,"Rua Manoel Ribas, 1991",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0023.0141","02.0011.0023.0141.001.001","5478200",Vila Belga - casa geminada, - ,"Rua Manoel Ribas, 2005",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0023.0150","02.0011.0023.0150.001.001","5478300",Vila Belga - casa geminada, - ,"Rua Manoel Ribas, 2009",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0023.0158","02.0011.0023.0158.001.001","5478400",Vila Belga - casa geminada, - ,"Rua Manoel Ribas, 2021",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0011.0186","02.0011.0011.0186.001.001","5429000",Vila Belga - casa geminada, - ,"Rua Manoel Ribas, 1900",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0011.0195","02.0011.0011.0195.001.001","5429100",Vila Belga - casa geminada, - ,"Rua Manoel Ribas, 1994",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0011.0203","02.0011.0011.0203.001.001","5429200",Vila Belga - casa geminada, - ,"Rua Manoel Ribas, 2008",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0011.0215","02.0011.0011.0215.001.001","5429300",Vila Belga-descaracterizadas, - ,"Rua Manoel Ribas, 2012",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0011.0220","02.0011.0011.0220.001.002","5429500",Vila Belga-descaracterizadas, - ,"Rua Manoel Ribas, 2024",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0011.0229","02.0011.0011.0229.001.001","5429600",Vila Belga-descaracterizadas, - ,"Rua Manoel Ribas, 2030",Portaria Estadual 30/2000 (E) DE 161/1997 e DE 285/2000 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0011.0272","02.0011.0011.0272.001.001", - ,Depósito-RFFSA, - ,"Rua Manoel Ribas, 2036",Portaria Estadual n° 30/2000 (E) DE n° 161/1997 e DE n° 285/2000 e LM  n° 4009/1996 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0011.0286","02.0011.0011.0286.001.001","5429900",Depósito-RFFSA, - ,"Rua Manoel Ribas, 2088",Portaria Estadual n° 30/2000 (E) DE n° 161/1997 e DE n° 285/2000 e LM  n° 4009/1996 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0011.0286","02.0011.0011.0286.001.001", - ,Depósito-RFFSA, - ,"Rua Manoel Ribas, 2088",Portaria Estadual n° 30/2000 (E) DE n° 161/1997 e DE n° 285/2000 e LM  n° 4009/1996 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0011.0298","02.0011.0011.0298.001.001","5430000",Depósito-RFFSA, - ,Rua Manoel Ribas,Portaria Estadual n° 30/2000 (E) DE n° 161/1997 e DE n° 285/2000 e LM  n° 4009/1996 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0011.0298","02.0011.0011.0298.001.001", - ,Depósito-RFFSA, - ,Rua Manoel Ribas,Portaria Estadual n° 30/2000 (E) DE n° 161/1997 e DE n° 285/2000 e LM  n° 4009/1996 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0011.0314","02.0011.0011.0314.001.001","5430100",Depósito-RFFSA, - ,"Rua Manoel Ribas, 2110",Portaria Estadual n° 30/2000 (E) DE n° 161/1997 e DE n° 285/2000 e LM  n° 4009/1996 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0011.0314","02.0011.0011.0314.001.001","5430100",Depósito-RFFSA, - ,"Rua Manoel Ribas, 2110",Portaria Estadual n° 30/2000 (E) DE n° 161/1997 e DE n° 285/2000 e LM  n° 4009/1996 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0011.0328","02.0011.0011.0328.001.001","5430200",Depósito-RFFSA, - ,"Rua Manoel Ribas, 2030",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0024.0088","02.0011.0024.0088.001.001","5484100",Vila Belga - casa geminada, - ,"Rua André Marques, 15",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0024.0319","02.0011.0024.0319.001.001","5485800",Vila Belga - casa geminada, - ,"Rua Dr. Wauthier, 4",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0023.0268","02.0011.0023.0268.001.001",5478800(lote) 530221470186724(edificação),Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2078",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0023.0277","02.0011.0023.0277.001.001","5478900",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2076",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0023.0285","02.0011.0023.0285.001.001","5479000",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2062",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0912.0370", - , - ,Muro de pedra – GARE,Prédio da Antiga Estação Ferroviária de Santa Maria,Largo da Estação Irmão Estanislau,Portaria Estadual 30/2000 (E) LM 4009/1996 e DE 285/2000 (M),16/04/2014,Estadual/Municipal, - , - ,"Dispõe sobre o estabelecimento dos parâmetros de valoração e procedimento de inscrição na Lista do Patrimônio Cultural
Ferroviário, visando à proteção da memória ferroviária, em conformidade com o art. 9º da Lei n.º 11.483/2007. Ver Esfera",Patrimônio Cultural Ferroviário (F) Tombamento Definitivo (E), - 
"02.0011.0912.0370","02.0011.0912.0370.001.002","5401600",Largo da Estação Férrea Irmão Estanislau - Prédio da Antiga Estação Ferroviária de Santa Maria,Prédio da Antiga Estação Ferroviária de Santa Maria,Largo da Estação Irmão Estanislau,Lei nº 11.483/2007 Portaria/IPHAN nº 407/2010 (F) Portaria Estadual 30/2000 (E) LM 2144/1980 LM 4009/1996 e DE 285/2000 (M),16/04/2014,Federal/Estadual/Municipal, - , - ,"Dispõe sobre o estabelecimento dos parâmetros de valoração e procedimento de inscrição na Lista do Patrimônio Cultural
Ferroviário, visando à proteção da memória ferroviária, em conformidade com o art. 9º da Lei n.º 11.483/2007. Ver Esfera",Patrimônio Cultural Ferroviário (F) Tombamento Definitivo (E), - 
"02.0011.0912.0370","02.0011.0912.0370.001.002","5401600",GARE - Estação Ferroviária -  Prédio da Antiga Estação Ferroviária de Santa Maria,Prédio da Antiga Estação Ferroviária de Santa Maria,Largo da Estação Irmão Estanislau,Lei nº 11.483/2007 Portaria/IPHAN nº 407/2010 (F) - Portaria Estadual 30/2000 (E) - DE n° 285/2000 e LM n° 4009/1996 (M),24/08/2000 - 16/04/2014,Federal, - , - ,"Dispõe sobre o estabelecimento dos parâmetros de valoração e procedimento de inscrição na Lista do Patrimônio Cultural
Ferroviário, visando à proteção da memória ferroviária, em conformidade com o art. 9º da Lei n.º 11.483/2007. Ver Esfera Estadual.",Patrimônio Cultural Ferroviário - Federal / Tombado - Estadual,Lei 2144/80 DENOMINA LARGO DA ESTAÇÃO IRMÃO ESTANISLAU
"01.0011.0015.0103","01.0011.0015.0103.001.001","4251300",Colégio Estadual Manoel Ribas,Colégio Estadual Manoel Ribas – Escola de 2º Grau – Maneco.,Rua José do Patrocínio,Portaria Estadual n° 30/2000 - LM n° 3929/1995,19/12/1995,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0023.0294","02.0011.0023.0294.001.001","5479100",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2060",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0023.0303","02.0011.0023.0303.001.001","5479200",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2046",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0023.0311","02.0011.0023.0311.001.001","5479300",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2042",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0023.0320","02.0011.0023.0320.001.001","5479400",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2026",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0023.0329","02.0011.0023.0329.001.001","5479500",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2024",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0023.0337","02.0011.0023.0337.001.001","5479600",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2010",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0023.0346","02.0011.0023.0346.001.001","5479700",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2008",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0023.0363","02.0011.0023.0363.001.001","5479900",Vila Belga - casa geminada - descaracterizada, - ,"Rua Ernesto Beck, 1990",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0032.0119","02.0011.0032.0119.001.001","5524500",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2055",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0032.0112","02.0011.0032.0112.001.001","5524400",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2045",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0032.0126","02.0011.0032.0126.001.001","5524600",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2059",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0032.0133","02.0011.0032.0133.001.001","5524700",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2071",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0032.0140","02.0011.0032.0140.001.001","5524800",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2075",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0032.0148","02.0011.0032.0148.001.001","5524900",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2085",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0033.0007","02.0011.0033.0007.001.001","5541800",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2103",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0033.0014","02.0011.0033.0014.001.001","5536300",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2113",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0033.0021","02.0011.0033.0021.001.001","5536400",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2117",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0033.0027","02.0011.0033.0027.001.001","5536500",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2127",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0033.0035","02.0011.0033.0035.001.001","5536600",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 1231",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0033.0041","02.0011.0033.0041.001.001","5536700",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2141",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0033.0049","02.0011.0033.0049.001.001","5536800",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2145",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0033.0056","02.0011.0033.0056.001.001","5536900",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2155",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0033.0087","02.0011.0033.0087.001.001","5537000",Vila Belga - casa geminada, - ,"Rua André Marques, 111",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0024.0157","02.0011.0024.0157.001.001","5484600",Vila Belga - casa geminada, - ,"Rua André Marques, 89",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0024.0200","02.0011.0024.0200.001.001","5484700",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2140",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0024.0207","02.0011.0024.0207.001.001","5484800",Vila Belga - casa geminada, - ,"Rua Ernesto Beck,2130",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0024.0214","02.0011.0024.0214.001.001","5484900",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2126",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0024.0221","02.0011.0024.0221.001.001","5485000",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2116",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0024.0228","02.0011.0024.0228.001.001","5485100",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2012",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0024.0235","02.0011.0024.0235.001.001","5485200",Vila Belga - casa geminada, - ,"Rua Ernesto Beck, 2102",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0024.0282","02.0011.0024.0282.001.001","5485300",Vila Belga - casa geminada, - ,"Rua Wauthier, 42",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0033.0436","02.0011.0033.0436.001.001","5541700",Vila Belga - casa geminada, - ,"Rua Wauthier, 140",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0033.0429","02.0011.0033.0429.001.001","5541600",Vila Belga - casa geminada, - ,"Rua Wauthier, 150",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0032.0196","02.0011.0032.0196.001.001",5525000(lote) 530221470158623(edificação do fundo),Vila Belga - casa geminada, - ,"Rua Wauthier, 141",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0032.0210","02.0011.0032.0210.001.001","5525100",Vila Belga - casa geminada, - ,"Rua Wauthier, 151",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0033.0145","02.0011.0033.0145.001.001","5537600",Vila Belga - casa isolada, - ,"Rua André Marques, 167",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0033.0135","02.0011.0033.0135.001.001","5537500",Vila Belga - casa geminada, - ,"Rua André Marques, 157",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0033.0125","02.0011.0033.0125.001.001","5537400",Vila Belga - casa geminada, - ,"Rua André Marques, 147",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
